90003,0
90232,1
N/A,2
90044,3
90044,4
90018,5
90033,6
N/A,7
90008,8
90037,9
90012,10
91326,11
90003,12
90043,13
90037,14
90012,15
90004,16
90033,17
90059,18
91423,19
90003,20
90038,21
90013,23
90001,24
90007,25
90731,26
90002,27
90066,28
90007,29
90018,30
90037,31
90003,32
91331,33
90062,34
90028,35
90011,36
90026,37
90011,38
90003,39
90002,40
90018,41
90044,42
90038,43
N/A,44
90002,45
90015,46
90002,47
90001,48
90021,49
90021,50
90045,51
90003,52
90007,53
90037,54
90044,55
90003,56
90057,57
90014,58
90014,59
90014,60
90003,61
90011,62
90011,63
91406,64
91342,65
90028,66
90068,67
90028,68
90011,69
90004,70
90062,71
91307,72
90003,73
90045,74
90002,75
90014,76
90021,77
91401,78
90007,79
90002,80
90021,81
90011,82
90036,83
90744,84
90016,85
90003,86
90029,87
90019,88
90003,89
90037,90
90015,91
90014,92
90059,93
91605,94
91343,95
90037,96
91331,97
90272,98
91352,99
91402,100
90038,101
90047,102
90021,103
91405,104
90027,105
91605,106
90014,107
91331,108
90059,109
N/A,110
90044,111
90028,112
91331,113
90037,114
90007,115
90062,116
90027,117
90037,118
N/A,119
91406,120
91406,121
90045,123
90003,124
90003,125
90003,126
91342,127
90044,128
90744,129
90002,130
90001,131
91352,132
90003,133
91605,134
90003,135
90016,136
90015,137
91403,138
90016,139
91342,140
90003,141
91331,142
90404,143
90037,144
90015,145
90044,146
90210,147
91402,148
90016,149
91325,150
90011,151
90065,152
90044,153
91342,154
90034,155
91405,156
91331,157
91316,158
90016,159
90015,160
90007,161
N/A,162
90044,163
90061,164
90044,165
90019,166
90062,167
90038,168
90036,169
91326,170
90045,171
90028,172
91356,173
90038,174
90002,175
90002,176
N/A,177
91326,178
90033,179
91356,180
90062,181
90062,182
90044,183
90019,184
90017,185
N/A,186
90025,187
90013,188
90044,189
90057,190
91304,191
90003,192
91405,193
N/A,194
90002,195
90043,196
90034,197
90003,198
91343,199
90061,200
90013,201
90059,202
90026,203
91605,204
90061,205
91606,206
90094,207
90037,208
91331,209
90731,210
91345,211
90004,212
91601,213
91331,214
90046,215
90028,216
90012,217
90049,218
90057,219
90020,220
90057,221
91343,222
90732,223
91331,224
91343,225
90026,226
90044,227
91403,228
90011,229
90003,230
91406,231
90003,232
90004,233
90057,234
90071,235
91401,236
91344,237
90011,238
90026,239
90027,240
91343,241
90028,242
90044,243
N/A,244
90016,245
90046,246
90062,247
90003,248
91343,249
90034,250
90047,251
90045,252
90007,253
90002,254
90023,255
90027,256
90043,257
91331,258
91602,259
90044,260
91304,261
90059,262
90061,263
91602,264
90011,265
90018,266
91604,267
90006,268
90011,269
91331,270
90044,271
91340,272
90037,273
91311,274
90003,275
90011,276
91331,277
90029,278
90001,279
90037,280
90044,281
90011,282
90045,283
91352,284
90027,285
91331,286
90011,287
91342,288
90011,289
90026,290
90003,291
91042,292
90292,293
90047,294
90003,295
90044,296
91331,297
90066,298
90013,299
90041,300
91401,301
91335,302
90047,303
90028,304
91343,305
91311,306
91342,307
90016,308
91411,309
90003,310
91423,311
90033,312
90731,313
91406,314
91606,315
90003,316
90731,317
90016,318
90023,319
90029,320
91303,321
91331,322
90003,323
90047,324
91042,325
90744,326
90047,327
90025,328
90003,329
90002,330
91405,331
90018,332
91406,333
90061,334
90026,335
90059,336
91356,337
90047,338
91325,339
90023,340
90037,341
90003,342
90059,343
90011,344
90044,345
91601,346
90059,347
90744,348
91325,349
91405,350
90043,351
90034,352
90031,353
90045,354
90044,355
90043,356
90003,357
91304,358
90028,359
91401,360
90018,361
90059,362
90008,363
90003,364
90023,365
90011,366
90044,367
90003,368
91325,369
90011,370
91402,371
90291,372
90003,373
90046,374
91604,375
91405,376
90047,377
90028,378
91352,379
91335,380
90044,381
90028,382
91402,383
91601,384
90057,385
90029,386
91342,387
90038,388
90037,389
91324,390
91405,391
90291,392
90044,393
91401,394
90018,395
90015,396
90018,397
90066,398
90018,399
91605,400
N/A,401
90061,402
90026,403
90005,404
90003,405
90067,406
91402,407
90044,408
90029,409
90047,410
90003,411
91402,412
90003,413
90003,414
90015,415
90037,416
91331,417
91402,418
90059,419
91331,420
90061,421
91356,422
90003,423
90061,424
90062,425
90017,426
90019,427
90016,428
90013,429
90061,430
91311,431
90007,432
90015,433
90062,434
90044,435
90036,436
90037,437
90031,438
91331,439
90029,440
90003,441
90044,442
90048,443
90028,444
90033,445
91405,446
91402,447
91606,448
90042,449
90015,450
N/A,451
90291,452
90027,453
90045,454
90061,455
90033,457
90710,458
91405,459
90744,460
90065,461
91405,462
90035,463
90047,464
90037,465
91342,466
90291,467
N/A,468
90018,469
91352,470
90002,471
90043,472
90003,473
90291,474
90028,475
90002,476
90043,477
90016,478
90029,479
90007,480
90037,481
90291,482
90044,483
90003,484
90003,485
90027,486
90059,487
90026,488
91342,489
90016,490
90035,491
90057,492
90017,493
90028,494
90007,495
90035,496
91331,497
90291,498
90019,499
90027,500
N/A,501
90059,502
90015,503
90045,504
90032,505
90012,506
90012,507
90045,508
90047,509
90066,510
90026,511
90744,512
90023,513
90003,514
91344,515
90048,516
90037,517
90047,518
91335,519
90021,520
91306,521
90043,522
90044,523
90038,524
90029,525
90045,526
90048,527
90034,528
90012,529
91335,530
90003,531
90056,532
90036,533
90029,534
90019,535
90047,536
90048,537
90043,538
90016,539
90044,540
90020,541
90019,542
90003,543
90029,544
90044,545
90010,546
90061,547
91342,548
90066,549
90003,550
90062,551
90029,552
90003,553
90002,554
90021,555
91367,557
90011,558
91306,559
90029,560
90291,561
90034,562
90014,563
90015,564
90011,565
90043,566
90019,567
90062,568
90011,569
90011,570
90011,571
90059,572
90017,573
91606,574
90731,575
91607,576
90059,577
90028,578
90003,579
90008,580
90002,581
90006,582
90015,583
90011,584
90066,585
90710,586
90026,587
90059,588
90003,589
90028,590
90021,591
90059,592
90003,593
90038,594
90059,595
90744,596
90027,597
90744,598
90003,599
90011,600
90008,601
91303,602
90018,603
90041,605
91307,606
90012,607
90059,608
90004,609
90059,610
90002,611
90015,612
90015,613
91401,614
90059,615
91325,616
90011,617
90027,618
91311,619
90066,620
90003,621
90044,622
91405,623
90094,624
91335,625
91601,626
90015,627
90019,628
90012,629
90003,630
90016,631
90008,632
90011,633
90003,634
90008,635
90016,636
90002,638
90015,639
91402,640
90045,641
90038,642
90059,643
90019,644
91331,645
90020,646
90044,647
90025,648
90037,649
90045,650
90744,651
90018,652
90044,653
90003,654
90045,655
91331,656
90038,657
90003,658
90057,659
91343,660
90077,661
90043,662
90045,663
90037,664
91401,665
91342,666
90038,667
90037,668
91606,669
90045,670
90028,671
90011,672
90044,673
90023,674
90017,675
91405,676
90032,677
90011,678
90003,679
90021,680
91304,681
91403,682
90012,683
91602,684
90003,685
N/A,686
90015,687
90731,688
90066,689
91331,690
90008,691
90029,692
90003,693
91335,694
91411,695
N/A,696
91406,697
90014,698
90731,699
90045,700
90012,701
90016,702
90013,703
90003,704
90021,705
91606,706
90034,707
90003,708
90021,709
90002,710
90025,711
90012,712
90744,713
91331,714
90033,715
90094,716
90003,717
90003,718
90012,719
90013,720
90004,721
N/A,722
91423,723
91342,724
90012,725
91402,726
90744,727
91405,728
91342,729
91406,730
90024,731
91364,732
90023,733
91411,734
90017,735
91601,736
91402,737
90036,738
90046,739
91303,740
90029,741
91344,742
90019,743
90033,744
91345,745
90006,746
90031,747
90024,748
90045,749
91352,750
90744,751
90017,752
90011,753
90043,754
90731,755
90061,756
90061,757
91316,758
90057,759
90037,760
90011,761
90015,762
91402,763
90004,764
91340,765
91331,766
90001,767
91406,768
90037,769
90036,770
90013,771
91324,772
90032,774
90023,775
90042,776
91364,777
90045,778
90034,779
90041,780
90731,781
90011,782
91401,783
90026,784
90034,785
90002,786
90027,787
91601,788
90015,789
90061,790
90015,791
90012,792
91402,793
90044,794
90041,795
91601,796
91342,797
91331,798
90028,799
90003,800
90021,801
90026,802
90043,803
90062,804
90006,805
90018,806
91331,807
90058,808
90029,809
90027,810
91405,811
90037,812
90037,813
90063,814
90028,815
90018,816
90007,817
91601,818
90059,819
90248,820
90001,821
90045,822
90028,823
90038,824
90066,825
90014,826
91335,827
90027,828
90745,829
90019,830
90021,831
90004,832
90044,833
90016,834
90501,835
91367,836
90019,837
91605,838
N/A,839
90003,840
90003,841
90006,842
90026,843
90032,844
90047,845
90004,846
90028,847
90003,848
N/A,849
91344,850
90025,851
91601,852
91040,853
90006,854
90062,855
90731,856
91401,857
90044,858
90003,859
91604,860
90744,861
90003,862
90007,863
90059,864
90057,865
90031,866
90023,867
90028,868
91405,869
91405,870
90019,871
90001,872
90028,873
90047,874
90032,875
90046,876
90029,877
90065,878
91406,879
90008,880
91352,881
90019,882
90033,883
90058,884
90032,885
90017,886
91405,887
90062,888
91601,889
90012,890
90744,891
90004,892
N/A,893
90017,894
91401,895
90038,896
91405,897
90018,898
91335,899
90042,900
90049,901
90003,902
90062,903
91325,904
90018,905
90045,906
90744,907
91406,908
90003,909
91344,910
90744,911
90045,912
90012,913
90058,914
90036,915
91303,916
90015,917
91331,918
90007,919
90291,920
91331,921
90045,922
90005,923
90062,924
N/A,925
90064,926
90048,927
91601,928
91344,929
91326,930
90047,931
90003,932
90023,933
90023,934
90045,935
90017,936
91352,937
90744,938
90043,939
91402,940
90023,941
90023,942
90034,943
90004,944
90031,945
90710,946
90004,947
90065,948
90011,949
90003,950
90025,951
90012,952
90045,953
90018,954
N/A,955
90061,956
90011,957
90018,958
90039,959
91325,960
90245,961
91331,962
90006,963
90002,964
90017,965
91344,966
90291,967
90044,968
90744,969
90059,970
90043,971
90045,972
90033,973
90043,974
91605,975
90005,976
90003,977
90731,978
90006,979
90012,980
90731,981
90059,982
90003,983
90062,984
90012,985
91411,986
90014,987
90043,988
90006,989
90062,990
90016,991
90037,992
90004,993
91401,994
90045,995
91344,996
90018,997
90710,998
N/A,999
90006,1000
90001,1001
91342,1002
90003,1003
91335,1004
N/A,1005
